0.050	-0.917510
0.100	-1.370000
0.150	-1.608998
0.200	-1.720000
0.250	-1.788502
0.300	-1.900000
0.350	-2.130744
0.400	-2.520000
0.450	-3.056022
0.500	-3.560000
0.550	-3.877669
0.600	-4.120000
0.650	-4.423302
0.700	-4.760000
0.750	-5.074124
0.800	-5.360000
0.850	-5.631454
0.900	-5.930000
0.950	-6.268811
1.000	-6.520000
1.050	-6.597051
1.100	-6.720000
1.150	-7.086733
1.200	-7.500000
1.250	-7.752265
1.300	-7.990000
1.350	-8.380456
1.400	-8.820000
1.450	-9.170911
1.500	-9.430000
1.550	-9.633399
1.600	-9.840000
1.650	-10.099243
1.700	-10.400000
1.750	-10.728379
1.800	-11.120000
1.850	-11.588489
1.900	-12.010000
1.950	-12.275163
2.000	-12.470000
2.050	-12.700858
2.100	-12.960000
2.150	-13.230156
2.200	-13.570000
2.250	-14.013518
2.300	-14.420000
2.350	-14.664523
2.400	-14.860000
2.450	-15.142139
2.500	-15.500000
2.550	-15.889422
2.600	-16.280000
2.650	-16.648925
2.700	-16.990000
2.750	-17.312379
2.800	-17.670000
2.850	-18.102809
2.900	-18.550000
2.950	-18.920137
3.000	-19.100000
3.050	-19.071645
3.100	-19.220000
3.150	-19.854532
3.200	-20.580000
3.250	-20.971476
3.300	-21.190000
3.350	-21.477063
3.400	-21.810000
3.450	-22.116520
3.500	-22.390000
3.550	-22.618106
3.600	-22.700000
3.650	-22.603557
3.700	-22.660000
3.750	-23.138916
3.800	-23.700000
3.850	-23.988278
3.900	-24.200000
3.950	-24.605470
4.000	-25.220000
4.050	-25.938591
4.100	-26.430000
4.150	-26.461414
4.200	-26.420000
4.250	-26.698251
4.300	-27.090000
4.350	-27.331830
4.400	-27.530000
4.450	-27.830677
4.500	-28.170000
4.550	-28.461710
4.600	-28.740000
4.650	-29.042482
4.700	-29.300000
4.750	-29.483363
4.800	-29.830000
4.850	-30.517816
4.900	-31.220000
4.950	-31.595372
5.000	-31.750000
5.050	-31.865697
5.100	-31.980000
5.150	-32.100590
5.200	-32.260000
5.250	-32.488194
5.300	-32.780000
5.350	-33.109135
5.400	-33.400000
5.450	-33.596517
5.500	-33.770000
5.550	-34.019799
5.600	-34.430000
5.650	-35.026787
5.700	-35.620000
5.750	-35.998052
5.800	-36.080000
5.850	-35.922254
5.900	-36.000000
5.950	-36.670430
6.000	-37.400000
6.050	-37.647275
6.100	-37.730000
6.150	-38.041720
6.200	-38.420000
6.250	-38.658346
6.300	-38.930000
6.350	-39.398648
6.400	-39.810000
6.450	-39.922063
6.500	-39.960000
6.550	-40.180602
6.600	-40.500000
6.650	-40.775530
6.700	-40.970000
6.750	-41.107279
6.800	-41.350000
6.850	-41.794102
6.900	-42.130000
6.950	-42.121311
7.000	-42.230000
7.050	-42.866905
7.100	-43.540000
7.150	-43.761069
7.200	-43.960000
7.250	-44.565067
7.300	-45.080000
7.350	-45.021162
7.400	-44.880000
7.450	-45.186534
7.500	-45.650000
7.550	-45.907700
7.600	-46.130000
7.650	-46.535164
7.700	-47.000000
7.750	-47.357895
7.800	-47.610000
7.850	-47.799507
7.900	-47.970000
7.950	-48.182827
8.000	-48.570000
8.050	-49.184187
8.100	-49.690000
8.150	-49.801676
8.200	-49.820000
8.250	-50.069108
8.300	-50.380000
8.350	-50.549392
8.400	-50.730000
8.450	-51.070824
8.500	-51.350000
8.550	-51.376061
8.600	-51.450000
8.650	-51.862433
8.700	-52.370000
8.750	-52.666708
8.800	-52.730000
8.850	-52.671986
8.900	-52.860000
8.950	-53.541600
9.000	-54.230000
9.050	-54.441615
9.100	-54.440000
9.150	-54.591940
9.200	-54.930000
9.250	-55.363126
9.300	-55.640000
9.350	-55.601805
9.400	-55.620000
9.450	-56.047154
9.500	-56.630000
9.550	-57.042079
9.600	-57.270000
9.650	-57.392030
9.700	-57.540000
9.750	-57.808550
9.800	-58.090000
9.850	-58.277519
9.900	-58.470000
9.950	-58.770123
10.000	-59.090000
10.050	-59.330737
10.100	-59.540000
10.150	-59.791927
10.200	-60.120000
10.250	-60.511554
10.300	-60.810000
10.350	-60.915609
10.400	-61.100000
10.450	-61.591012
10.500	-62.070000
10.550	-62.217844
10.600	-62.260000
10.650	-62.468863
10.700	-62.760000
10.750	-62.997956
10.800	-63.200000
10.850	-63.414314
10.900	-63.660000
10.950	-63.938538
11.000	-64.210000
11.050	-64.446533
11.100	-64.710000
11.150	-65.045331
11.200	-65.340000
11.250	-65.518392
11.300	-65.810000
11.350	-66.378600
11.400	-66.820000
11.450	-66.788457
11.500	-66.740000
11.550	-67.146320
11.600	-67.740000
11.650	-68.170012
11.700	-68.490000
11.750	-68.817383
11.800	-69.120000
11.850	-69.346706
11.900	-69.520000
11.950	-69.695794
12.000	-69.990000
12.050	-70.458868
12.100	-70.860000
12.150	-70.989983
12.200	-71.100000
12.250	-71.464950
12.300	-72.000000
12.350	-72.530217
12.400	-72.880000
12.450	-72.957932
12.500	-73.010000
12.550	-73.283056
12.600	-73.690000
12.650	-74.061093
12.700	-74.230000
12.750	-74.140072
12.800	-74.170000
12.850	-74.646121
12.900	-75.250000
12.950	-75.611695
13.000	-75.800000
13.050	-75.993349
13.100	-76.370000
13.150	-77.011158
13.200	-77.610000
13.250	-77.884519
13.300	-78.040000
13.350	-78.320764
13.400	-78.640000
13.450	-78.867423
13.500	-79.030000
13.550	-79.205794
13.600	-79.520000
13.650	-80.041901
13.700	-80.570000
13.750	-80.911601
13.800	-81.180000
13.850	-81.512944
13.900	-81.840000
13.950	-82.074123
14.000	-82.270000
